InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
552760,84406B,CREAM CUPID HEARTS COAT HANGER,4,4/24/2011 8:15,2.75,12691.0,United Kingdom
552760,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,4/24/2011 8:15,3.39,12691.0,United Kingdom
552760,20725,LUNCH BAG RED RETROSPOT,2,4/24/2011 8:15,1.65,12691.0,United Kingdom
552760,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,4/24/2011 8:15,3.39,12691.0,United Kingdom
552760,85099B,JUMBO BAG RED RETROSPOT,1,4/24/2011 8:15,1.95,12691.0,United Kingdom
552760,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,4/24/2011 8:15,4.25,12691.0,United Kingdom
552760,22633,HAND WARMER UNION JACK,12,4/24/2011 8:15,1.85,12691.0,United Kingdom
552818,22748,POPPY'S PLAYHOUSE KITCHEN,48,4/24/2011 18:22,2.1,15111.0,United Kingdom
552818,21754,HOME BUILDING BLOCK WORD,48,4/24/2011 18:22,5.95,15111.0,United Kingdom
552818,23084,RABBIT NIGHT LIGHT,1,4/24/2011 18:22,2.08,15111.0,United Kingdom
552818,22197,SMALL POPCORN HOLDER,4,4/24/2011 18:22,0.85,15111.0,United Kingdom
552818,22623,BOX OF VINTAGE JIGSAW BLOCKS,12,4/24/2011 18:22,4.95,15111.0,United Kingdom
552818,22745,POPPY'S PLAYHOUSE BEDROOM,1,4/24/2011 18:22,2.1,15111.0,United Kingdom
552818,21755,LOVE BUILDING BLOCK WORD,24,4/24/2011 18:22,5.95,15111.0,United Kingdom
552818,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,4/24/2011 18:22,3.39,15111.0,United Kingdom
552818,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,4/24/2011 18:22,3.39,15111.0,United Kingdom
552894,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,4/25/2011 11:20,3.39,,United Kingdom
552955,22748,POPPY'S PLAYHOUSE KITCHEN,24,4/26/2011 8:04,2.1,14738.0,United Kingdom
552955,22310,IVORY KNITTED MUG COSY,48,4/26/2011 8:04,1.65,14738.0,United Kingdom
552955,21754,HOME BUILDING BLOCK WORD,2,4/26/2011 8:04,5.95,14738.0,United Kingdom
552955,21754,HOME BUILDING BLOCK WORD,8,4/26/2011 8:04,5.95,14738.0,United Kingdom
552955,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,4/26/2011 8:04,4.25,14738.0,United Kingdom
552955,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,4/26/2011 8:04,4.25,14738.0,United Kingdom
552955,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,4/26/2011 8:04,4.25,14738.0,United Kingdom
552955,21754,HOME BUILDING BLOCK WORD,1,4/26/2011 8:04,5.95,14738.0,United Kingdom
552955,22632,HAND WARMER RED POLKA DOT,1,4/26/2011 8:04,1.85,14738.0,United Kingdom
552955,47566,PARTY BUNTING,4,4/26/2011 8:04,4.95,14738.0,United Kingdom
552955,21755,LOVE BUILDING BLOCK WORD,12,4/26/2011 8:04,5.95,14738.0,United Kingdom
552955,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,4/26/2011 8:04,3.39,14738.0,United Kingdom
552955,71053,WHITE METAL LANTERN,2,4/26/2011 8:04,3.39,14738.0,United Kingdom
552955,22633,HAND WARMER UNION JACK,24,4/26/2011 8:04,1.85,14738.0,United Kingdom
552955,22197,SMALL POPCORN HOLDER,6,4/26/2011 8:04,0.85,14738.0,United Kingdom
552955,22960,JAM MAKING SET WITH JARS,8,4/26/2011 8:04,4.25,14738.0,United Kingdom
552955,22960,JAM MAKING SET WITH JARS,6,4/26/2011 8:04,4.25,14738.0,United Kingdom
552955,21777,RECIPE BOX WITH METAL HEART,4,4/26/2011 8:04,7.95,14738.0,United Kingdom
552955,20725,LUNCH BAG RED RETROSPOT,3,4/26/2011 8:04,1.65,14738.0,United Kingdom
552955,22913,RED COAT RACK PARIS FASHION,4,4/26/2011 8:04,4.95,14738.0,United Kingdom
553031,23084,RABBIT NIGHT LIGHT,6,4/26/2011 11:29,2.08,17707.0,United Kingdom
553031,20725,LUNCH BAG RED RETROSPOT,2,4/26/2011 11:29,1.65,17707.0,United Kingdom
553031,22960,JAM MAKING SET WITH JARS,6,4/26/2011 11:29,4.25,17707.0,United Kingdom
553031,21212,PACK OF 72 RETROSPOT CAKE CASES,4,4/26/2011 11:29,0.55,17707.0,United Kingdom
553031,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,48,4/26/2011 11:29,4.25,17707.0,United Kingdom
553031,21777,RECIPE BOX WITH METAL HEART,1,4/26/2011 11:29,7.95,17707.0,United Kingdom
553031,47566,PARTY BUNTING,8,4/26/2011 11:29,4.95,17707.0,United Kingdom
553031,84879,ASSORTED COLOUR BIRD ORNAMENT,2,4/26/2011 11:29,1.69,17707.0,United Kingdom
553031,21777,RECIPE BOX WITH METAL HEART,3,4/26/2011 11:29,7.95,17707.0,United Kingdom
553031,48187,DOORMAT NEW ENGLAND,12,4/26/2011 11:29,7.95,17707.0,United Kingdom
553031,48187,DOORMAT NEW ENGLAND,3,4/26/2011 11:29,7.95,17707.0,United Kingdom
553031,84879,ASSORTED COLOUR BIRD ORNAMENT,24,4/26/2011 11:29,1.69,17707.0,United Kingdom
553031,22632,HAND WARMER RED POLKA DOT,1,4/26/2011 11:29,1.85,17707.0,United Kingdom
553031,22423,REGENCY CAKESTAND 3 TIER,3,4/26/2011 11:29,12.75,17707.0,United Kingdom
553031,22720,SET OF 3 CAKE TINS PANTRY DESIGN,24,4/26/2011 11:29,4.95,17707.0,United Kingdom
553031,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,4/26/2011 11:29,3.39,17707.0,United Kingdom
553071,22632,HAND WARMER RED POLKA DOT,4,4/26/2011 19:16,1.85,14405.0,United Kingdom
553071,48187,DOORMAT NEW ENGLAND,12,4/26/2011 19:16,7.95,14405.0,United Kingdom
553071,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,4/26/2011 19:16,2.55,14405.0,United Kingdom
553071,84879,ASSORTED COLOUR BIRD ORNAMENT,2,4/26/2011 19:16,1.69,14405.0,United Kingdom
553071,21777,RECIPE BOX WITH METAL HEART,8,4/26/2011 19:16,7.95,14405.0,United Kingdom
553071,22197,SMALL POPCORN HOLDER,48,4/26/2011 19:16,0.85,14405.0,United Kingdom
553071,22960,JAM MAKING SET WITH JARS,48,4/26/2011 19:16,4.25,14405.0,United Kingdom
553071,22960,JAM MAKING SET WITH JARS,2,4/26/2011 19:16,4.25,14405.0,United Kingdom
553071,22913,RED COAT RACK PARIS FASHION,24,4/26/2011 19:16,4.95,14405.0,United Kingdom
553071,20725,LUNCH BAG RED RETROSPOT,12,4/26/2011 19:16,1.65,14405.0,United Kingdom
553071,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,4/26/2011 19:16,3.39,14405.0,United Kingdom
553071,22748,POPPY'S PLAYHOUSE KITCHEN,1,4/26/2011 19:16,2.1,14405.0,United Kingdom
553071,22423,REGENCY CAKESTAND 3 TIER,1,4/26/2011 19:16,12.75,14405.0,United Kingdom
553071,21212,PACK OF 72 RETROSPOT CAKE CASES,1,4/26/2011 19:16,0.55,14405.0,United Kingdom
553071,22613,PACK OF 20 SPACEBOY NAPKINS,48,4/26/2011 19:16,0.85,14405.0,United Kingdom
553071,22623,BOX OF VINTAGE JIGSAW BLOCKS,6,4/26/2011 19:16,4.95,14405.0,United Kingdom
553146,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,4/27/2011 8:26,4.25,13814.0,United Kingdom
553146,21755,LOVE BUILDING BLOCK WORD,1,4/27/2011 8:26,5.95,13814.0,United Kingdom
553146,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,4/27/2011 8:26,3.39,13814.0,United Kingdom
553146,84879,ASSORTED COLOUR BIRD ORNAMENT,24,4/27/2011 8:26,1.69,13814.0,United Kingdom
553191,71053,WHITE METAL LANTERN,1,4/27/2011 18:37,3.39,16006.0,United Kingdom
553191,22310,IVORY KNITTED MUG COSY,4,4/27/2011 18:37,1.65,16006.0,United Kingdom
553191,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,4/27/2011 18:37,4.25,16006.0,United Kingdom
553191,21777,RECIPE BOX WITH METAL HEART,2,4/27/2011 18:37,7.95,16006.0,United Kingdom
553191,22613,PACK OF 20 SPACEBOY NAPKINS,1,4/27/2011 18:37,0.85,16006.0,United Kingdom
553191,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,4/27/2011 18:37,3.39,16006.0,United Kingdom
553191,22310,IVORY KNITTED MUG COSY,48,4/27/2011 18:37,1.65,16006.0,United Kingdom
553191,47566,PARTY BUNTING,6,4/27/2011 18:37,4.95,16006.0,United Kingdom
553191,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,4/27/2011 18:37,4.95,16006.0,United Kingdom
553191,22745,POPPY'S PLAYHOUSE BEDROOM,3,4/27/2011 18:37,2.1,16006.0,United Kingdom
553191,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,4/27/2011 18:37,4.25,16006.0,United Kingdom
553191,22960,JAM MAKING SET WITH JARS,48,4/27/2011 18:37,4.25,16006.0,United Kingdom
553265,85099B,JUMBO BAG RED RETROSPOT,2,4/28/2011 9:37,1.95,,United Kingdom
553265,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,4/28/2011 9:37,4.25,,United Kingdom
553265,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,4/28/2011 9:37,2.55,,United Kingdom
553265,22720,,24,4/28/2011 9:37,4.95,,United Kingdom
553265,20725,LUNCH BAG RED RETROSPOT,24,4/28/2011 9:37,1.65,,United Kingdom
553265,22913,RED COAT RACK PARIS FASHION,48,4/28/2011 9:37,4.95,,United Kingdom
553265,48187,DOORMAT NEW ENGLAND,48,4/28/2011 9:37,7.95,,United Kingdom
553265,22423,REGENCY CAKESTAND 3 TIER,6,4/28/2011 9:37,12.75,,United Kingdom
553265,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,4/28/2011 9:37,3.39,,United Kingdom
553265,21754,HOME BUILDING BLOCK WORD,3,4/28/2011 9:37,5.95,,United Kingdom
553265,22613,PACK OF 20 SPACEBOY NAPKINS,48,4/28/2011 9:37,0.85,,United Kingdom
553265,22423,REGENCY CAKESTAND 3 TIER,24,4/28/2011 9:37,12.75,,United Kingdom
553265,22623,BOX OF VINTAGE JIGSAW BLOCKS,8,4/28/2011 9:37,4.95,,United Kingdom
553265,85099B,JUMBO BAG RED RETROSPOT,48,4/28/2011 9:37,1.95,,United Kingdom
553265,21212,PACK OF 72 RETROSPOT CAKE CASES,48,4/28/2011 9:37,0.55,,United Kingdom
553265,22745,POPPY'S PLAYHOUSE BEDROOM,3,4/28/2011 9:37,2.1,,United Kingdom
553321,21212,PACK OF 72 RETROSPOT CAKE CASES,6,4/28/2011 18:32,0.55,15083.0,United Kingdom
553321,85099B,JUMBO BAG RED RETROSPOT,4,4/28/2011 18:32,1.95,15083.0,United Kingdom
553321,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,4/28/2011 18:32,2.55,15083.0,United Kingdom
553321,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/28/2011 18:32,2.55,15083.0,United Kingdom
553321,22960,JAM MAKING SET WITH JARS,12,4/28/2011 18:32,4.25,15083.0,United Kingdom
553321,84879,ASSORTED COLOUR BIRD ORNAMENT,1,4/28/2011 18:32,1.69,15083.0,United Kingdom
553321,21754,HOME BUILDING BLOCK WORD,4,4/28/2011 18:32,5.95,15083.0,United Kingdom
553321,48187,DOORMAT NEW ENGLAND,48,4/28/2011 18:32,7.95,15083.0,United Kingdom
553321,48187,DOORMAT NEW ENGLAND,3,4/28/2011 18:32,7.95,15083.0,United Kingdom
553321,23084,RABBIT NIGHT LIGHT,3,4/28/2011 18:32,2.08,15083.0,United Kingdom
553321,21754,HOME BUILDING BLOCK WORD,4,4/28/2011 18:32,5.95,15083.0,United Kingdom
553321,48187,DOORMAT NEW ENGLAND,8,4/28/2011 18:32,7.95,15083.0,United Kingdom
553321,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,4/28/2011 18:32,3.39,15083.0,United Kingdom
553321,84406B,CREAM CUPID HEARTS COAT HANGER,1,4/28/2011 18:32,2.75,15083.0,United Kingdom
553374,21755,LOVE BUILDING BLOCK WORD,3,4/29/2011 11:08,5.95,12547.0,United Kingdom
553374,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,4/29/2011 11:08,4.95,12547.0,United Kingdom
553374,22745,POPPY'S PLAYHOUSE BEDROOM,4,4/29/2011 11:08,2.1,12547.0,United Kingdom
553374,84879,ASSORTED COLOUR BIRD ORNAMENT,8,4/29/2011 11:08,1.69,12547.0,United Kingdom
553374,22752,SET 7 BABUSHKA NESTING BOXES,4,4/29/2011 11:08,7.65,12547.0,United Kingdom
553374,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,4/29/2011 11:08,3.39,12547.0,United Kingdom
553374,22913,RED COAT RACK PARIS FASHION,12,4/29/2011 11:08,4.95,12547.0,United Kingdom
553447,85099B,JUMBO BAG RED RETROSPOT,1,4/30/2011 10:08,1.95,18031.0,United Kingdom
553447,22613,PACK OF 20 SPACEBOY NAPKINS,6,4/30/2011 10:08,0.85,18031.0,United Kingdom
553447,22310,IVORY KNITTED MUG COSY,12,4/30/2011 10:08,1.65,18031.0,United Kingdom
553447,23084,RABBIT NIGHT LIGHT,24,4/30/2011 10:08,2.08,18031.0,United Kingdom
553447,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,12,4/30/2011 10:08,4.25,18031.0,United Kingdom
553493,22310,IVORY KNITTED MUG COSY,2,4/30/2011 16:57,1.65,15774.0,United Kingdom
553493,22623,BOX OF VINTAGE JIGSAW BLOCKS,6,4/30/2011 16:57,4.95,15774.0,United Kingdom
553493,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,4/30/2011 16:57,4.25,15774.0,United Kingdom
553493,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,4/30/2011 16:57,3.39,15774.0,United Kingdom
553493,84406B,CREAM CUPID HEARTS COAT HANGER,2,4/30/2011 16:57,2.75,15774.0,United Kingdom
553493,21777,RECIPE BOX WITH METAL HEART,6,4/30/2011 16:57,7.95,15774.0,United Kingdom
553568,22632,HAND WARMER RED POLKA DOT,3,5/1/2011 11:56,1.85,15227.0,United Kingdom
553568,22310,IVORY KNITTED MUG COSY,12,5/1/2011 11:56,1.65,15227.0,United Kingdom
553568,22748,POPPY'S PLAYHOUSE KITCHEN,8,5/1/2011 11:56,2.1,15227.0,United Kingdom
553568,85099B,JUMBO BAG RED RETROSPOT,6,5/1/2011 11:56,1.95,15227.0,United Kingdom
553568,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,12,5/1/2011 11:56,4.25,15227.0,United Kingdom
553568,22197,SMALL POPCORN HOLDER,6,5/1/2011 11:56,0.85,15227.0,United Kingdom
553568,22632,HAND WARMER RED POLKA DOT,12,5/1/2011 11:56,1.85,15227.0,United Kingdom
553568,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,5/1/2011 11:56,4.25,15227.0,United Kingdom
553568,22623,BOX OF VINTAGE JIGSAW BLOCKS,4,5/1/2011 11:56,4.95,15227.0,United Kingdom
553568,85099B,JUMBO BAG RED RETROSPOT,2,5/1/2011 11:56,1.95,15227.0,United Kingdom
553568,22752,SET 7 BABUSHKA NESTING BOXES,48,5/1/2011 11:56,7.65,15227.0,United Kingdom
553568,48187,DOORMAT NEW ENGLAND,3,5/1/2011 11:56,7.95,15227.0,United Kingdom
553568,22197,SMALL POPCORN HOLDER,6,5/1/2011 11:56,0.85,15227.0,United Kingdom
553568,22197,SMALL POPCORN HOLDER,6,5/1/2011 11:56,0.85,15227.0,United Kingdom
553568,21755,LOVE BUILDING BLOCK WORD,2,5/1/2011 11:56,5.95,15227.0,United Kingdom
553626,22197,SMALL POPCORN HOLDER,12,5/1/2011 18:14,0.85,15972.0,United Kingdom
553626,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,48,5/1/2011 18:14,4.25,15972.0,United Kingdom
553626,22632,HAND WARMER RED POLKA DOT,1,5/1/2011 18:14,1.85,15972.0,United Kingdom
553626,48187,DOORMAT NEW ENGLAND,48,5/1/2011 18:14,7.95,15972.0,United Kingdom
553626,85099B,JUMBO BAG RED RETROSPOT,24,5/1/2011 18:14,1.95,15972.0,United Kingdom
553626,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,5/1/2011 18:14,4.25,15972.0,United Kingdom
553675,22745,POPPY'S PLAYHOUSE BEDROOM,6,5/2/2011 11:08,2.1,13035.0,United Kingdom
553675,84406B,CREAM CUPID HEARTS COAT HANGER,1,5/2/2011 11:08,2.75,13035.0,United Kingdom
553675,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,5/2/2011 11:08,3.39,13035.0,United Kingdom
553675,21754,HOME BUILDING BLOCK WORD,8,5/2/2011 11:08,5.95,13035.0,United Kingdom
553675,21754,HOME BUILDING BLOCK WORD,1,5/2/2011 11:08,5.95,13035.0,United Kingdom
553675,22310,IVORY KNITTED MUG COSY,12,5/2/2011 11:08,1.65,13035.0,United Kingdom
553675,22913,RED COAT RACK PARIS FASHION,2,5/2/2011 11:08,4.95,13035.0,United Kingdom
553675,22632,HAND WARMER RED POLKA DOT,3,5/2/2011 11:08,1.85,13035.0,United Kingdom
553675,85099B,JUMBO BAG RED RETROSPOT,4,5/2/2011 11:08,1.95,13035.0,United Kingdom
553675,22752,SET 7 BABUSHKA NESTING BOXES,1,5/2/2011 11:08,7.65,13035.0,United Kingdom
553675,22960,JAM MAKING SET WITH JARS,24,5/2/2011 11:08,4.25,13035.0,United Kingdom
553734,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,5/3/2011 8:11,2.55,17816.0,United Kingdom
553734,48187,DOORMAT NEW ENGLAND,12,5/3/2011 8:11,7.95,17816.0,United Kingdom
553734,22197,SMALL POPCORN HOLDER,1,5/3/2011 8:11,0.85,17816.0,United Kingdom
553734,22310,IVORY KNITTED MUG COSY,12,5/3/2011 8:11,1.65,17816.0,United Kingdom
553807,23084,RABBIT NIGHT LIGHT,8,5/3/2011 14:42,2.08,17199.0,United Kingdom
553807,23084,RABBIT NIGHT LIGHT,1,5/3/2011 14:42,2.08,17199.0,United Kingdom
553807,22423,REGENCY CAKESTAND 3 TIER,3,5/3/2011 14:42,12.75,17199.0,United Kingdom
553807,21212,PACK OF 72 RETROSPOT CAKE CASES,2,5/3/2011 14:42,0.55,17199.0,United Kingdom
553807,23084,RABBIT NIGHT LIGHT,4,5/3/2011 14:42,2.08,17199.0,United Kingdom
553807,22633,HAND WARMER UNION JACK,1,5/3/2011 14:42,1.85,17199.0,United Kingdom
553807,22197,SMALL POPCORN HOLDER,24,5/3/2011 14:42,0.85,17199.0,United Kingdom
553807,20725,LUNCH BAG RED RETROSPOT,1,5/3/2011 14:42,1.65,17199.0,United Kingdom
553807,22752,SET 7 BABUSHKA NESTING BOXES,8,5/3/2011 14:42,7.65,17199.0,United Kingdom
553807,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,8,5/3/2011 14:42,4.25,17199.0,United Kingdom
553807,23084,RABBIT NIGHT LIGHT,4,5/3/2011 14:42,2.08,17199.0,United Kingdom
553861,22423,REGENCY CAKESTAND 3 TIER,2,5/4/2011 11:51,12.75,16404.0,United Kingdom
553861,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,5/4/2011 11:51,4.25,16404.0,United Kingdom
553861,85099B,JUMBO BAG RED RETROSPOT,48,5/4/2011 11:51,1.95,16404.0,United Kingdom
553861,22913,RED COAT RACK PARIS FASHION,3,5/4/2011 11:51,4.95,16404.0,United Kingdom
553861,22613,PACK OF 20 SPACEBOY NAPKINS,6,5/4/2011 11:51,0.85,16404.0,United Kingdom
553920,22960,JAM MAKING SET WITH JARS,8,5/5/2011 11:41,4.25,15859.0,United Kingdom
553920,21212,PACK OF 72 RETROSPOT CAKE CASES,4,5/5/2011 11:41,0.55,15859.0,United Kingdom
553920,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,5/5/2011 11:41,3.39,15859.0,United Kingdom
553920,47566,PARTY BUNTING,6,5/5/2011 11:41,4.95,15859.0,United Kingdom
553920,22748,POPPY'S PLAYHOUSE KITCHEN,3,5/5/2011 11:41,2.1,15859.0,United Kingdom
553920,22752,SET 7 BABUSHKA NESTING BOXES,2,5/5/2011 11:41,7.65,15859.0,United Kingdom
553920,22960,JAM MAKING SET WITH JARS,1,5/5/2011 11:41,4.25,15859.0,United Kingdom
553920,22632,HAND WARMER RED POLKA DOT,8,5/5/2011 11:41,1.85,15859.0,United Kingdom
553920,85099B,JUMBO BAG RED RETROSPOT,6,5/5/2011 11:41,1.95,15859.0,United Kingdom
553920,22748,POPPY'S PLAYHOUSE KITCHEN,8,5/5/2011 11:41,2.1,15859.0,United Kingdom
553920,22613,PACK OF 20 SPACEBOY NAPKINS,24,5/5/2011 11:41,0.85,15859.0,United Kingdom
553920,22623,BOX OF VINTAGE JIGSAW BLOCKS,4,5/5/2011 11:41,4.95,15859.0,United Kingdom
553920,22748,POPPY'S PLAYHOUSE KITCHEN,3,5/5/2011 11:41,2.1,15859.0,United Kingdom
553920,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,5/5/2011 11:41,2.55,15859.0,United Kingdom
553920,21212,PACK OF 72 RETROSPOT CAKE CASES,8,5/5/2011 11:41,0.55,15859.0,United Kingdom
553920,22633,HAND WARMER UNION JACK,24,5/5/2011 11:41,1.85,15859.0,United Kingdom
553996,23084,RABBIT NIGHT LIGHT,6,5/6/2011 10:57,2.08,17821.0,United Kingdom
553996,22752,SET 7 BABUSHKA NESTING BOXES,3,5/6/2011 10:57,7.65,17821.0,United Kingdom
553996,84406B,CREAM CUPID HEARTS COAT HANGER,8,5/6/2011 10:57,2.75,17821.0,United Kingdom
553996,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,24,5/6/2011 10:57,4.25,17821.0,United Kingdom
553996,21777,RECIPE BOX WITH METAL HEART,3,5/6/2011 10:57,7.95,17821.0,United Kingdom
553996,21212,PACK OF 72 RETROSPOT CAKE CASES,24,5/6/2011 10:57,0.55,17821.0,United Kingdom
553996,22197,SMALL POPCORN HOLDER,4,5/6/2011 10:57,0.85,17821.0,United Kingdom
553996,21212,PACK OF 72 RETROSPOT CAKE CASES,6,5/6/2011 10:57,0.55,17821.0,United Kingdom
553996,48187,DOORMAT NEW ENGLAND,1,5/6/2011 10:57,7.95,17821.0,United Kingdom
553996,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,5/6/2011 10:57,4.95,17821.0,United Kingdom
553996,22960,JAM MAKING SET WITH JARS,2,5/6/2011 10:57,4.25,17821.0,United Kingdom
553996,20725,LUNCH BAG RED RETROSPOT,2,5/6/2011 10:57,1.65,17821.0,United Kingdom
553996,22632,HAND WARMER RED POLKA DOT,2,5/6/2011 10:57,1.85,17821.0,United Kingdom
553996,22748,POPPY'S PLAYHOUSE KITCHEN,8,5/6/2011 10:57,2.1,17821.0,United Kingdom
553996,22752,SET 7 BABUSHKA NESTING BOXES,12,5/6/2011 10:57,7.65,17821.0,United Kingdom
553996,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,5/6/2011 10:57,2.55,17821.0,United Kingdom
553996,84879,ASSORTED COLOUR BIRD ORNAMENT,6,5/6/2011 10:57,1.69,17821.0,United Kingdom
553996,22748,POPPY'S PLAYHOUSE KITCHEN,1,5/6/2011 10:57,2.1,17821.0,United Kingdom
554075,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,5/7/2011 9:22,3.39,,United Kingdom
554075,21777,,2,5/7/2011 9:22,7.95,,United Kingdom
554075,23084,RABBIT NIGHT LIGHT,24,5/7/2011 9:22,2.08,,United Kingdom
554075,22960,,2,5/7/2011 9:22,4.25,,United Kingdom
554075,21212,PACK OF 72 RETROSPOT CAKE CASES,4,5/7/2011 9:22,0.55,,United Kingdom
554147,22632,HAND WARMER RED POLKA DOT,12,5/7/2011 17:14,1.85,16217.0,United Kingdom
554147,47566,PARTY BUNTING,8,5/7/2011 17:14,4.95,16217.0,United Kingdom
554147,22623,BOX OF VINTAGE JIGSAW BLOCKS,4,5/7/2011 17:14,4.95,16217.0,United Kingdom
554147,22197,SMALL POPCORN HOLDER,4,5/7/2011 17:14,0.85,16217.0,United Kingdom
554147,21777,RECIPE BOX WITH METAL HEART,24,5/7/2011 17:14,7.95,16217.0,United Kingdom
554147,22720,SET OF 3 CAKE TINS PANTRY DESIGN,48,5/7/2011 17:14,4.95,16217.0,United Kingdom
554147,21755,LOVE BUILDING BLOCK WORD,1,5/7/2011 17:14,5.95,16217.0,United Kingdom
554147,22632,HAND WARMER RED POLKA DOT,24,5/7/2011 17:14,1.85,16217.0,United Kingdom
554147,22720,SET OF 3 CAKE TINS PANTRY DESIGN,8,5/7/2011 17:14,4.95,16217.0,United Kingdom
554147,21730,GLASS STAR FROSTED T-LIGHT HOLDER,48,5/7/2011 17:14,4.25,16217.0,United Kingdom
554147,22720,SET OF 3 CAKE TINS PANTRY DESIGN,24,5/7/2011 17:14,4.95,16217.0,United Kingdom
554147,20725,LUNCH BAG RED RETROSPOT,3,5/7/2011 17:14,1.65,16217.0,United Kingdom
554147,22197,SMALL POPCORN HOLDER,1,5/7/2011 17:14,0.85,16217.0,United Kingdom
554147,22632,HAND WARMER RED POLKA DOT,2,5/7/2011 17:14,1.85,16217.0,United Kingdom
554147,20725,LUNCH BAG RED RETROSPOT,2,5/7/2011 17:14,1.65,16217.0,United Kingdom
554147,21755,LOVE BUILDING BLOCK WORD,2,5/7/2011 17:14,5.95,16217.0,United Kingdom
554147,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,5/7/2011 17:14,4.95,16217.0,United Kingdom
554147,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,5/7/2011 17:14,2.55,16217.0,United Kingdom
554225,22310,IVORY KNITTED MUG COSY,8,5/8/2011 11:58,1.65,15601.0,United Kingdom
554225,22960,JAM MAKING SET WITH JARS,12,5/8/2011 11:58,4.25,15601.0,United Kingdom
554225,85099B,JUMBO BAG RED RETROSPOT,1,5/8/2011 11:58,1.95,15601.0,United Kingdom
554225,22752,SET 7 BABUSHKA NESTING BOXES,24,5/8/2011 11:58,7.65,15601.0,United Kingdom
554225,22310,IVORY KNITTED MUG COSY,2,5/8/2011 11:58,1.65,15601.0,United Kingdom
554301,22960,JAM MAKING SET WITH JARS,2,5/9/2011 10:08,4.25,13200.0,United Kingdom
554301,22632,HAND WARMER RED POLKA DOT,6,5/9/2011 10:08,1.85,13200.0,United Kingdom
554301,48187,DOORMAT NEW ENGLAND,12,5/9/2011 10:08,7.95,13200.0,United Kingdom
554301,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,5/9/2011 10:08,2.55,13200.0,United Kingdom
554301,84406B,CREAM CUPID HEARTS COAT HANGER,6,5/9/2011 10:08,2.75,13200.0,United Kingdom
554301,71053,WHITE METAL LANTERN,6,5/9/2011 10:08,3.39,13200.0,United Kingdom
554301,21754,HOME BUILDING BLOCK WORD,6,5/9/2011 10:08,5.95,13200.0,United Kingdom
554301,21754,HOME BUILDING BLOCK WORD,12,5/9/2011 10:08,5.95,13200.0,United Kingdom
554301,22310,IVORY KNITTED MUG COSY,24,5/9/2011 10:08,1.65,13200.0,United Kingdom
554301,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,5/9/2011 10:08,4.25,13200.0,United Kingdom
